,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
31,Corn,Yellow,0.9699699699699699,0.6369246164109408,0.7470000000000001,Severe Infection
32,Tomato,Brown,0.8018018018018017,0.6886257505003337,0.23950000000000005,Healthy
33,Corn,Green,0.8658658658658658,0.2366577718478986,0.7080000000000002,Healthy
34,Rice,Green,0.9259259259259258,0.7263175450300201,0.3820000000000001,Mild Infection
35,Rice,Green,0.996996996996997,0.5438625750500334,0.22599999999999998,Healthy
36,Potato,Yellow,0.5235235235235235,0.4848232154769847,0.5590000000000002,Healthy
37,Potato,Green,0.8408408408408408,0.6374249499666447,0.3025,Healthy
38,Potato,Green,0.13113113113113112,0.069212808539026,0.9059999999999999,Healthy
39,Potato,Brown,0.8898898898898899,0.7675116744496333,0.09399999999999997,Healthy
40,Corn,Brown,0.41441441441441446,0.7640093395597065,0.5970000000000002,Mild Infection
41,Potato,Yellow,0.6946946946946947,0.09156104069379589,0.7480000000000002,Healthy
42,Potato,Yellow,0.8588588588588588,0.2468312208138761,0.129,Healthy
43,Wheat,Brown,0.15115115115115113,0.36424282855236834,0.7430000000000001,Healthy
44,Rice,Green,0.02802802802802802,0.991160773849233,0.44100000000000006,Healthy
45,Tomato,Yellow,0.8668668668668669,0.49166110740493674,0.6895,Mild Infection
46,Tomato,Yellow,0.8168168168168167,0.901434289526351,0.9670000000000003,Mild Infection
47,Wheat,Green,0.9479479479479479,0.7378252168112076,0.08499999999999996,Healthy
48,Wheat,Yellow,0.17117117117117114,0.5707138092061377,0.9045000000000003,Healthy
49,Rice,Green,0.5395395395395396,0.15877251501000678,0.6100000000000001,Healthy
50,Potato,Brown,0.7887887887887887,0.7044696464309541,0.4179999999999999,Healthy
51,Potato,Yellow,0.987987987987988,0.503669112741828,0.06099999999999994,Severe Infection
52,Tomato,Green,0.10010010010010009,0.8452301534356239,0.7270000000000001,Healthy
53,Wheat,Yellow,0.1171171171171171,0.5136757838559041,0.3420000000000001,Mild Infection
54,Potato,Brown,0.42642642642642636,0.46314209472982004,0.39600000000000013,Healthy
55,Corn,Green,0.5085085085085085,0.44096064042695127,0.268,Healthy
56,Wheat,Yellow,0.93993993993994,0.4878252168112075,0.22650000000000015,Healthy
57,Corn,Brown,0.7027027027027027,0.2134756504336225,0.017000000000000015,Healthy
58,Tomato,Yellow,0.7687687687687688,0.8737491661107406,0.057499999999999996,Healthy
59,Corn,Brown,0.2832832832832833,0.042861907938625765,0.6545000000000001,Healthy
60,Potato,Yellow,0.5765765765765765,0.09556370913942636,0.46950000000000003,Healthy
61,Corn,Green,0.037037037037037035,0.8480653769179454,0.859,Healthy
62,Potato,Brown,0.6216216216216216,0.3617411607738492,0.031500000000000083,Severe Infection
63,Potato,Yellow,0.6206206206206206,0.08955970647098066,0.8805000000000001,Healthy
64,Tomato,Yellow,0.1291291291291291,0.3417278185456972,0.7060000000000002,Healthy
65,Potato,Green,0.988988988988989,0.21797865243495673,0.9545000000000003,Healthy
66,Corn,Green,0.1141141141141141,0.9733155436957974,0.1825,Mild Infection
67,Rice,Yellow,0.7167167167167167,0.10173448965977328,0.8680000000000001,Healthy
68,Wheat,Brown,0.8908908908908909,0.5248498999332889,0.26449999999999996,Healthy
69,Wheat,Yellow,0.20920920920920918,0.13692461641094067,0.6265000000000001,Healthy
70,Corn,Green,0.28128128128128127,0.07438292194796536,0.812,Mild Infection
71,Wheat,Green,0.24024024024024024,0.013175450300200175,0.03049999999999997,Healthy
72,Rice,Brown,0.18818818818818817,0.10707138092061386,0.8300000000000001,Healthy
73,Tomato,Green,0.06506506506506506,0.21264176117411615,0.23249999999999993,Mild Infection
74,Potato,Brown,0.08508508508508507,0.41644429619746504,0.9344999999999999,Healthy
75,Rice,Yellow,0.8818818818818819,0.7520013342228151,0.5994999999999999,Healthy
76,Rice,Green,0.15715715715715714,0.926951300867245,0.038000000000000034,Healthy
77,Potato,Yellow,0.6456456456456456,0.6254169446297533,0.07950000000000002,Healthy
78,Tomato,Yellow,0.6916916916916916,0.7580053368912609,0.35950000000000015,Healthy
79,Tomato,Brown,0.06506506506506506,0.9224482988659106,0.6125,Mild Infection
80,Tomato,Brown,0.12312312312312311,0.0181787858572382,0.07450000000000001,Mild Infection
81,Wheat,Brown,0.47947947947947944,0.9876584389593064,0.38850000000000007,Healthy
82,Corn,Yellow,0.4314314314314314,0.8195463642428287,0.6615000000000002,Healthy
83,Rice,Brown,0.6306306306306305,0.29086057371581053,0.6380000000000001,Healthy
84,Corn,Yellow,0.990990990990991,0.4199466310873916,0.8620000000000001,Healthy
85,Rice,Brown,0.9309309309309309,0.8884256170780522,0.3295000000000001,Healthy
86,Potato,Green,0.6546546546546546,0.5225150100066711,0.21950000000000003,Severe Infection
87,Potato,Brown,0.5875875875875876,0.03385590393595739,0.9199999999999999,Healthy
88,Corn,Yellow,0.34434434434434436,0.8585723815877251,0.5885,Healthy
89,Tomato,Green,0.34534534534534533,0.1886257505003337,0.5449999999999999,Healthy
90,Tomato,Yellow,0.5835835835835835,0.20396931287525033,0.7295,Severe Infection
91,Potato,Brown,0.18118118118118118,0.37024683122081403,0.8205,Severe Infection
92,Potato,Brown,0.8628628628628628,0.4526350900600401,0.9045000000000003,Healthy
93,Rice,Brown,0.31931931931931934,0.5085056704469648,0.5680000000000001,Healthy
94,Potato,Green,0.5015015015015014,0.12691794529686462,0.9100000000000001,Healthy
95,Rice,Brown,0.6766766766766766,0.2505003335557039,0.7435,Healthy
96,Corn,Brown,0.28728728728728725,0.26184122748499006,0.383,Healthy
97,Tomato,Green,0.6816816816816816,0.009839893262174826,0.5515000000000001,Mild Infection
98,Rice,Yellow,0.7227227227227228,0.3002001334222816,0.9020000000000001,Healthy
99,Tomato,Brown,0.5855855855855856,0.898932621747832,0.637,Healthy
100,Wheat,Brown,0.26126126126126126,0.11257505003335566,0.2925000000000002,Healthy
101,Corn,Brown,0.8248248248248248,0.7781854569713142,0.1605000000000001,Healthy
102,Wheat,Yellow,0.9269269269269268,0.7424949966644432,0.22699999999999998,Mild Infection
103,Corn,Yellow,0.39539539539539537,0.8664109406270848,0.09850000000000003,Mild Infection
104,Rice,Yellow,0.6206206206206206,0.0648765843895931,0.3265,Healthy
105,Tomato,Green,0.16916916916916916,0.2778519012675118,0.36349999999999993,Healthy
106,Tomato,Green,0.7437437437437437,0.06987991994663112,0.8460000000000001,Healthy
107,Potato,Green,0.9319319319319319,0.9688125416944631,0.13550000000000006,Healthy
108,Corn,Yellow,0.7377377377377377,0.4549699799866579,0.15300000000000002,Healthy
109,Wheat,Brown,0.963963963963964,0.2001334222815211,0.766,Healthy
110,Tomato,Green,0.9829829829829829,0.8764176117411608,0.05900000000000005,Healthy
111,Rice,Brown,0.25425425425425424,0.8982655103402271,0.20399999999999996,Healthy
112,Tomato,Yellow,0.17417417417417416,0.27585056704469646,0.23950000000000005,Healthy
113,Rice,Yellow,0.9689689689689689,0.31387591727818553,0.7725,Healthy
114,Tomato,Brown,0.050050050050050046,0.43045363575717155,0.5055000000000001,Severe Infection
115,Potato,Green,0.7217217217217217,0.5715476984656438,0.8170000000000002,Healthy
116,Tomato,Brown,0.3063063063063063,0.2541694462975318,0.8755,Healthy
117,Corn,Brown,0.9109109109109108,0.5385256837891927,0.7770000000000001,Healthy
118,Rice,Brown,0.2452452452452452,0.5558705803869246,0.7910000000000001,Healthy
119,Tomato,Yellow,0.9509509509509508,0.9029352901934624,0.6475,Mild Infection
120,Potato,Green,0.5895895895895896,0.1474316210807206,0.10550000000000004,Healthy
121,Potato,Green,0.03903903903903904,0.609072715143429,0.06300000000000017,Mild Infection
122,Corn,Green,0.8008008008008007,0.8177118078719146,0.6300000000000001,Mild Infection
123,Corn,Green,0.7837837837837838,0.3532354903268846,0.7715000000000001,Healthy
124,Wheat,Brown,0.01901901901901902,0.018845897264843314,0.07400000000000007,Mild Infection
125,Tomato,Brown,0.050050050050050046,0.8045363575717146,0.025000000000000022,Healthy
126,Tomato,Yellow,0.43543543543543545,0.6891260840560374,0.6945000000000001,Healthy
127,Rice,Yellow,0.5505505505505505,0.02384923282188134,0.6975,Healthy
128,Potato,Brown,0.7167167167167167,0.1929619746497666,0.031000000000000028,Healthy
129,Potato,Brown,0.1201201201201201,0.46931287525016685,0.36850000000000005,Healthy
130,Potato,Yellow,0.8508508508508508,0.7301534356237491,0.4870000000000001,Healthy
131,Rice,Brown,0.6166166166166166,0.04919946631087402,0.4455,Healthy
132,Rice,Yellow,0.06506506506506506,0.4509673115410274,0.3175000000000001,Healthy
133,Potato,Brown,0.3613613613613614,0.8108739159439626,0.27249999999999996,Healthy
134,Wheat,Yellow,0.10010010010010009,0.07454969979986659,0.4019999999999999,Healthy
135,Tomato,Yellow,0.05305305305305305,0.6174116077384924,0.14049999999999996,Mild Infection
136,Wheat,Green,0.8448448448448447,0.7218145430286858,0.8510000000000002,Healthy
137,Rice,Brown,0.06606606606606606,0.018345563709139534,0.9000000000000001,Healthy
138,Rice,Green,0.7767767767767767,0.09573048699132758,0.46750000000000025,Healthy
139,Potato,Green,0.8288288288288287,0.8170446964643097,0.31000000000000005,Healthy
140,Wheat,Brown,0.22122122122122123,0.9864909939959974,0.13100000000000012,Mild Infection
141,Corn,Green,0.6316316316316316,0.08822548365577054,0.39050000000000007,Mild Infection
142,Corn,Yellow,0.13413413413413414,0.2293195463642429,0.32499999999999996,Mild Infection
143,Wheat,Brown,0.4294294294294294,0.5185123415610409,0.774,Healthy
144,Rice,Brown,0.9669669669669669,0.31470980653769176,0.41300000000000003,Mild Infection
145,Potato,Yellow,0.2332332332332332,0.15677118078719143,0.08750000000000002,Healthy
146,Potato,Brown,0.3063063063063063,0.11841227484990002,0.7890000000000001,Healthy
147,Corn,Green,0.07907907907907907,0.9276184122748499,0.7625000000000002,Severe Infection
148,Rice,Green,0.7567567567567568,0.44196130753835894,0.15250000000000008,Healthy
149,Tomato,Green,0.92992992992993,0.898932621747832,0.16449999999999998,Mild Infection
150,Rice,Green,0.16716716716716715,0.4703135423615745,0.4265000000000001,Healthy
151,Corn,Brown,0.4204204204204204,0.04586390927284856,0.14700000000000013,Severe Infection
152,Tomato,Yellow,0.37537537537537535,0.6262508338892596,0.5675000000000001,Healthy
153,Wheat,Green,0.3353353353353353,0.38375583722481654,0.8440000000000001,Healthy
154,Rice,Green,0.6196196196196196,0.9471314209472983,0.18100000000000005,Severe Infection
155,Wheat,Green,0.6106106106106106,0.4981654436290861,0.6060000000000001,Mild Infection
156,Wheat,Yellow,0.970970970970971,0.8118745830553704,0.1815,Healthy
157,Potato,Brown,0.4984984984984985,0.7476651100733824,0.9664999999999999,Healthy
158,Potato,Yellow,0.7557557557557557,0.451967978652435,0.6040000000000001,Healthy
159,Tomato,Yellow,0.5115115115115115,0.6682788525683789,0.5945,Healthy
160,Potato,Brown,0.4724724724724725,0.3383922615076719,0.7495,Healthy
161,Potato,Green,0.9829829829829829,0.2408272181454303,0.25050000000000017,Healthy
162,Corn,Yellow,0.17917917917917917,0.9693128752501667,0.9255,Healthy
163,Tomato,Brown,0.6996996996996997,0.3772515010006672,0.14600000000000013,Severe Infection
164,Wheat,Brown,0.9479479479479479,0.4931621080720481,0.7715000000000001,Severe Infection
165,Tomato,Yellow,0.6246246246246246,0.5848899266177452,0.7244999999999999,Mild Infection
166,Wheat,Green,0.7177177177177176,0.16544362908605748,0.24450000000000005,Healthy
167,Rice,Brown,0.3383383383383384,0.12525016677785195,0.958,Healthy
168,Rice,Green,0.8378378378378378,0.870246831220814,0.6185,Severe Infection
169,Corn,Brown,0.04704704704704704,0.028018679119413026,0.5225,Healthy
170,Potato,Green,0.9289289289289288,0.8885923949299532,0.3285,Severe Infection
171,Rice,Yellow,0.030030030030030026,0.1971314209472983,0.4930000000000001,Healthy
172,Tomato,Brown,0.9699699699699699,0.33522348232154775,0.6060000000000001,Healthy
173,Potato,Brown,0.6256256256256256,0.6536024016010675,0.5300000000000002,Healthy
174,Corn,Brown,0.1091091091091091,0.19146097398265527,0.3699999999999999,Healthy
175,Rice,Green,0.34434434434434436,0.11924616410940625,0.8510000000000002,Mild Infection
176,Potato,Yellow,0.3043043043043043,0.2646764509673115,0.845,Healthy
177,Corn,Brown,0.5175175175175175,0.7444963308872583,0.2865,Healthy
178,Corn,Green,0.5335335335335335,0.7294863242161442,0.7930000000000001,Mild Infection
179,Corn,Green,0.04204204204204204,0.560373582388259,0.02750000000000008,Mild Infection
180,Rice,Brown,0.7407407407407407,0.3599066044029353,0.9465000000000001,Healthy
181,Corn,Yellow,0.9329329329329329,0.8255503669112745,0.9410000000000001,Healthy
182,Wheat,Green,0.5035035035035035,0.6370913942628418,0.3699999999999999,Severe Infection
183,Tomato,Yellow,0.5535535535535535,0.4691460973982656,0.9675000000000002,Healthy
184,Corn,Brown,0.5235235235235235,0.9518012008005339,0.5225,Mild Infection
185,Rice,Brown,0.6226226226226227,0.9714809873248835,0.5590000000000002,Mild Infection
186,Rice,Brown,0.15915915915915915,0.23765843895930627,0.14000000000000012,Healthy
187,Corn,Brown,0.9409409409409409,0.16244162775183468,0.9725000000000001,Mild Infection
188,Potato,Green,0.22722722722722719,0.7766844563042028,0.0645,Mild Infection
189,Tomato,Brown,0.4944944944944945,0.7408272181454303,0.875,Severe Infection
190,Corn,Brown,0.8758758758758758,0.7761841227484991,0.667,Healthy
191,Potato,Green,0.8898898898898899,0.08889259506337566,0.48950000000000005,Severe Infection
192,Potato,Green,0.9369369369369368,0.09372915276851235,0.31500000000000017,Healthy
193,Potato,Yellow,0.9479479479479479,0.6055703802535024,0.9915,Healthy
194,Potato,Brown,0.07607607607607607,0.8245496997998667,0.7960000000000003,Healthy
195,Potato,Green,0.8058058058058059,0.34072715143428955,0.619,Severe Infection
196,Wheat,Green,0.7117117117117117,0.39042695130086735,0.5920000000000001,Healthy
197,Potato,Green,0.014014014014014012,0.2880253502334891,0.6050000000000002,Healthy
198,Wheat,Yellow,0.16216216216216214,0.8634089392928621,0.9410000000000001,Healthy
199,Wheat,Yellow,0.3333333333333333,0.38075383589059375,0.3920000000000001,Healthy
200,Corn,Yellow,0.27727727727727725,0.4397931954636425,0.05800000000000005,Severe Infection
201,Potato,Yellow,0.3053053053053053,0.4846564376250835,0.21250000000000002,Healthy
202,Rice,Brown,0.20920920920920918,0.6040693795863912,0.9760000000000002,Healthy
203,Wheat,Yellow,0.30930930930930933,0.4379586390927285,0.1675000000000001,Mild Infection
204,Rice,Green,0.5365365365365365,0.02434956637758512,0.030000000000000027,Healthy
205,Wheat,Brown,0.2222222222222222,0.5393595730486993,0.2895000000000001,Healthy
206,Potato,Brown,0.9719719719719719,0.26784523015343575,0.8905000000000003,Healthy
207,Tomato,Yellow,0.8438438438438437,0.47715143428952644,0.6335000000000002,Healthy
208,Tomato,Yellow,0.3923923923923924,0.08072048032021362,0.9820000000000002,Healthy
209,Tomato,Brown,0.6576576576576576,0.6285857238158774,0.4415,Healthy
210,Wheat,Green,0.16616616616616614,0.02685123415610413,0.4019999999999999,Mild Infection
211,Tomato,Green,0.8138138138138138,0.8709139426284191,0.39749999999999996,Mild Infection
212,Tomato,Green,0.9929929929929929,0.25266844563042035,0.256,Healthy
213,Potato,Brown,0.5295295295295295,0.17761841227484998,0.9645000000000001,Healthy
214,Rice,Green,0.07607607607607607,0.8729152768512343,0.1885,Healthy
215,Corn,Green,0.26226226226226224,0.5767178118745833,0.6955,Healthy
216,Tomato,Brown,0.3633633633633634,0.3987658438959307,0.5865,Mild Infection
217,Corn,Brown,0.5455455455455456,0.8138759172781855,0.0655,Mild Infection
218,Tomato,Brown,0.024024024024024024,0.9079386257505004,0.5105000000000002,Healthy
219,Rice,Green,0.2332332332332332,0.33822548365577054,0.18800000000000017,Mild Infection
220,Tomato,Brown,0.1301301301301301,0.40210140093395597,0.052000000000000046,Mild Infection
221,Potato,Yellow,0.97997997997998,0.46747831887925295,0.03500000000000003,Healthy
222,Tomato,Yellow,0.8638638638638638,0.24716477651767854,0.1785000000000001,Healthy
223,Potato,Yellow,0.15115115115115113,0.007838559039359705,0.9660000000000002,Mild Infection
224,Tomato,Green,0.5485485485485485,0.7329886591060708,0.3425,Healthy
225,Rice,Green,0.009009009009009009,0.6244162775183457,0.7880000000000003,Healthy
226,Corn,Brown,0.012012012012012012,0.45163442294863243,0.478,Severe Infection
227,Rice,Yellow,0.8868868868868868,0.9346230820547032,0.11699999999999999,Healthy
228,Rice,Green,0.4384384384384384,0.4197798532354904,0.6855000000000002,Severe Infection
229,Tomato,Yellow,0.6576576576576576,0.9401267511674449,0.6180000000000001,Healthy
230,Corn,Brown,0.22722722722722719,0.04886591060707146,0.4315,Healthy
231,Wheat,Yellow,0.3973973973973974,0.6672781854569714,0.7230000000000001,Healthy
232,Wheat,Brown,0.01901901901901902,0.9427951967978652,0.6815,Healthy
233,Wheat,Green,0.3783783783783784,0.44879919946631097,0.7990000000000002,Healthy
234,Tomato,Brown,0.8458458458458459,0.13075383589059386,0.45399999999999996,Severe Infection
235,Corn,Green,0.988988988988989,0.40010006671114084,0.8640000000000001,Healthy
236,Potato,Brown,0.46646646646646645,0.9229486324216145,0.5,Mild Infection
237,Corn,Green,0.24724724724724723,0.8757505003335557,0.1765000000000001,Healthy
238,Rice,Yellow,0.7987987987987988,0.3287191460973984,0.5445000000000002,Healthy
239,Rice,Yellow,0.26426426426426425,0.9814876584389594,0.2935000000000001,Healthy
240,Tomato,Green,0.3413413413413413,0.6109072715143431,0.385,Mild Infection
241,Potato,Yellow,0.3863863863863864,0.6157438292194797,0.6380000000000001,Healthy
242,Wheat,Green,0.7727727727727728,0.6472648432288193,0.015000000000000124,Healthy
243,Rice,Yellow,0.8398398398398398,0.04636424282855245,0.08750000000000002,Healthy
244,Potato,Green,0.5405405405405406,0.8370580386924618,0.7565,Healthy
245,Potato,Yellow,0.9019019019019018,0.43362241494329556,0.9050000000000002,Healthy
246,Wheat,Yellow,0.6746746746746747,0.2323215476984657,0.033500000000000085,Healthy
247,Tomato,Green,0.24824824824824823,0.4381254169446299,0.5615000000000001,Healthy
248,Corn,Yellow,0.962962962962963,0.21447631754503005,0.6255000000000002,Healthy
249,Wheat,Green,0.21221221221221218,0.3804202801867913,0.6395,Healthy
250,Corn,Green,0.8588588588588588,0.4903268845897265,0.5805,Healthy
251,Corn,Brown,0.7387387387387386,0.0381921280853903,0.9470000000000001,Mild Infection
252,Rice,Yellow,0.1301301301301301,0.9404603068712476,0.09650000000000003,Healthy
253,Wheat,Yellow,0.5035035035035035,0.09606404269513014,0.9085000000000001,Severe Infection
254,Tomato,Green,0.06306306306306306,0.004169446297531687,0.42599999999999993,Mild Infection
255,Wheat,Brown,0.8738738738738738,0.12124749833222159,0.6995,Healthy
256,Wheat,Yellow,0.7757757757757757,0.2863575717144764,0.3310000000000002,Mild Infection
257,Corn,Brown,0.39339339339339335,0.6209139426284189,0.9359999999999999,Healthy
258,Wheat,Yellow,0.35735735735735735,0.0315210140093396,0.808,Healthy
259,Corn,Green,0.08308308308308307,0.1711140760507005,0.6365000000000001,Healthy
260,Potato,Yellow,0.9029029029029028,0.5490326884589727,0.41100000000000003,Healthy
261,Wheat,Yellow,0.5185185185185185,0.10306871247498339,0.7625000000000002,Mild Infection
262,Rice,Brown,0.22522522522522517,0.6866244162775184,0.968,Mild Infection
263,Potato,Brown,0.09009009009009009,0.2766844563042029,0.3460000000000001,Healthy
264,Tomato,Brown,0.05905905905905905,0.32188125416944646,0.19700000000000006,Healthy
265,Corn,Green,0.8508508508508508,0.05687124749833228,0.6315,Healthy
266,Tomato,Brown,0.8308308308308309,0.29653102068045367,0.7080000000000002,Healthy
267,Potato,Yellow,0.9939939939939939,0.7686791194129419,0.9039999999999999,Healthy
268,Tomato,Yellow,0.37737737737737737,0.2650100066711142,0.09100000000000008,Healthy
269,Rice,Green,0.5095095095095095,0.1612741827885258,0.4910000000000001,Mild Infection
270,Tomato,Yellow,0.06706706706706707,0.26350900600400284,0.381,Healthy
271,Tomato,Yellow,0.1071071071071071,0.2716811207471648,0.845,Mild Infection
272,Wheat,Yellow,0.7607607607607607,0.24766511007338232,0.8375000000000001,Mild Infection
273,Rice,Brown,0.26126126126126126,0.19196130753835894,0.7080000000000002,Healthy
274,Potato,Green,0.5875875875875876,0.9429619746497666,0.55,Healthy
275,Wheat,Brown,0.8178178178178177,0.8033689126084056,0.5250000000000001,Mild Infection
276,Wheat,Green,0.7717717717717717,0.9741494329553038,0.351,Healthy
277,Corn,Yellow,0.8548548548548549,0.5905603735823883,0.6120000000000001,Healthy
278,Tomato,Yellow,0.15315315315315314,0.9853235490326886,0.08800000000000008,Healthy
279,Rice,Green,0.4174174174174174,0.661440960640427,0.9085000000000001,Healthy
280,Potato,Yellow,0.4424424424424424,0.7635090060040026,0.4045000000000001,Mild Infection
281,Rice,Brown,0.41341341341341337,0.2598398932621748,0.9829999999999999,Healthy
282,Rice,Yellow,0.9499499499499499,0.9789859906604403,0.3414999999999999,Healthy
283,Tomato,Brown,0.4304304304304304,0.6674449633088726,0.7945000000000002,Healthy
284,Wheat,Brown,0.2112112112112112,0.29819879919946646,0.23750000000000004,Mild Infection
285,Wheat,Green,0.08508508508508507,0.9879919946631088,0.6160000000000001,Mild Infection
286,Potato,Yellow,0.9109109109109108,0.2535023348899267,0.9785000000000001,Severe Infection
287,Wheat,Brown,0.6106106106106106,0.1492661774516345,0.34550000000000014,Healthy
288,Tomato,Yellow,0.3733733733733734,0.506170780520347,0.5130000000000001,Healthy
289,Corn,Yellow,0.6286286286286286,0.3657438292194797,0.9480000000000002,Healthy
290,Rice,Green,0.35835835835835833,0.5940627084723149,0.397,Mild Infection
291,Potato,Brown,0.7927927927927927,0.5895597064709808,0.3880000000000001,Healthy
292,Corn,Yellow,0.24724724724724723,0.992328218812542,0.4535,Healthy
293,Potato,Green,0.5315315315315315,0.2553368912608407,0.01100000000000012,Healthy
294,Corn,Brown,0.20020020020020016,0.860240160106738,0.21600000000000008,Severe Infection
295,Rice,Brown,0.37037037037037035,0.35290193462308217,0.478,Healthy
296,Rice,Brown,0.5165165165165165,0.6327551701134091,0.5615000000000001,Healthy
297,Wheat,Yellow,0.4574574574574575,0.5695463642428287,0.5250000000000001,Healthy
298,Corn,Green,0.8668668668668669,0.363408939292862,0.5090000000000001,Mild Infection
299,Wheat,Green,0.18218218218218216,0.5615410273515677,0.15150000000000008,Healthy
300,Corn,Yellow,0.6226226226226227,0.2843562374916613,0.42700000000000005,Mild Infection
301,Potato,Brown,0.26326326326326327,0.24416277518345575,0.12,Severe Infection
302,Wheat,Yellow,0.04704704704704704,0.0,0.37349999999999994,Healthy
303,Tomato,Brown,0.9089089089089089,0.7354903268845898,0.9610000000000001,Healthy
304,Corn,Green,0.5875875875875876,0.09589726484322891,0.09100000000000008,Healthy
305,Wheat,Brown,0.44144144144144143,0.46881254169446307,0.5045000000000002,Healthy
306,Rice,Brown,0.4564564564564565,0.5098398932621748,0.877,Mild Infection
307,Potato,Brown,0.05605605605605605,0.5587058038692463,0.2905,Healthy
308,Corn,Brown,0.3143143143143143,0.20663775850567045,0.8665,Healthy
309,Corn,Brown,0.20820820820820818,0.8630753835890597,0.49150000000000005,Healthy
310,Potato,Brown,0.01001001001001001,0.03719146097398274,0.8470000000000002,Healthy
311,Tomato,Brown,0.7477477477477478,0.5431954636424283,0.6255000000000002,Mild Infection
312,Tomato,Brown,0.1201201201201201,0.5558705803869246,0.726,Healthy
313,Rice,Green,0.5545545545545545,0.5480320213475651,0.28200000000000003,Severe Infection
314,Tomato,Green,0.9279279279279278,0.812875250166778,0.02400000000000002,Healthy
315,Tomato,Yellow,0.29629629629629634,0.12041360907271514,0.7710000000000001,Mild Infection
316,Rice,Green,0.2202202202202202,0.4678118745830555,0.6765000000000001,Healthy
317,Wheat,Green,0.3183183183183183,0.05553702468312205,0.369,Healthy
318,Corn,Yellow,0.3713713713713714,0.44563042028018685,0.30700000000000016,Healthy
319,Tomato,Yellow,0.2672672672672673,0.8450633755837225,0.38949999999999996,Healthy
320,Corn,Yellow,0.8658658658658658,0.44212808539026016,0.16999999999999993,Healthy
321,Rice,Green,0.3153153153153153,0.2214809873248833,0.01200000000000001,Healthy
322,Corn,Yellow,0.15415415415415415,0.9411274182788527,0.1775000000000001,Healthy
323,Tomato,Brown,0.4364364364364364,0.02735156771180791,0.4415,Mild Infection
324,Wheat,Green,0.9579579579579579,0.8220480320213477,0.6154999999999999,Healthy
325,Tomato,Brown,0.4304304304304304,0.09989993328885927,0.7495,Healthy
326,Wheat,Green,0.2492492492492492,0.10757171447631764,0.8545000000000003,Healthy
327,Potato,Green,0.7957957957957957,0.8730820547031355,0.9989999999999999,Healthy
328,Corn,Green,0.7417417417417417,0.09923282188125426,0.7789999999999999,Healthy
329,Corn,Brown,0.7857857857857857,0.8257171447631755,0.25,Healthy
330,Rice,Yellow,0.8338338338338338,0.5975650433622417,0.3154999999999999,Healthy
331,Wheat,Green,0.5955955955955956,0.4149432955303537,0.05600000000000005,Mild Infection
